,time,count,length,before,after
10,0.023,39,447,"At noon,Sallulu,yellow light,reflection,sunlight,highlight,particle effect,edge light,light transmission,softness and transition,illustration,masterpiece,high quality,lady,girl,temptation,blue eyes,long hair,white hair,white necklace,white lace underwear,white stockings,bedroom,indoor light,pillow,rr bed,medium chest,liquid,curtain,vase,desk lamp,yellow plush toys,desk,Luxury,,official art,best quality,extremely detailed CG unity 8k wallpaper,","tuesday,saifu (sisutakh,yellow liquid,reflection,sunlight,highlights,age rating e,light,flashing light,soft beauty,novel illustration,masterpiece,high quality,lady89,girl,temptation module,blue eyes,long hair,white hair,heart choker,white bikini,white dress,bedroom,light rays,pillow,rinv krs,flat chest,liquid,curtains,vase,desk lamp,yellow leaves,desk,sice,,official art,best quality,portalcomic (artist,"
11,0.0236,41,663,"medium chest,masterpiece,dynamic light,highlight,bloom,white hair,pink lipstick,pink powder blusher,long eyelashes,{{{{eye shadow}}}},sweater,off shoulder,short skirt,pink stockings,black hair band,{{best quality}},official art,{{extremely detailed CG unity 8k wallpaper}},standing,{{{mole under eye}}},{hand on own chest},in the market,{{{dyed bangs}}},{{{{{slim}}}}},{{{one adorable girl}}},{{hair over shoulder}},{{{{{cute face}}}}},{{alternate hair length}},{{floating hair}}, {{chromatic aberration}},{{caustic}}, lens flare, dynamic angle, {{portrait}},{{cinematic lighting}}, {beautiful detailed eyes},{{{{playgrr}}}},colorful, hdr, {{extremely detailed}},","flat chest,masterpiece,light,highlights,bloom,white hair,pink lipstick,pink eyeshadow,long eyelashes,{{{{eyeshadow}}}},sweater,off shoulder,under skirt,pink legwear,black wristband,{{best quality}},official art,{{portalcomic (artist}},standing,{{{mole under eye}}},{hand on own chest},market,{{{dyed bangs}}},{{{{{slim101}}}}},{{{girl}}},{{hair over shoulder}},{{{{{awesome face}}}}},{{alternate hair length}},{{floating hair}}, chromatic aberration}},{{caustic tar}}, lens flare, angle, portrait}},{{stage lights}}, empty pupils},{{{{youchuu}}}},colorful, optical illusion, look}},"
12,0.0228,38,635,"((illustration)), ((floating hair)), ((chromatic aberration)), ((caustic)), lens flare, dynamic angle, ((portrait)), (1 girl), ((solo)), cute face, ((hidden hands)), asymmetrical bangs, (beautiful detailed eyes), eye shadow, ((huge clocks)), ((glass strips)), (floating glass fragments), ((colorful refraction)), (beautiful detailed sky), ((dark intense shadows)), ((cinematic lighting)), ((overexposure)), (expressionless), blank stare, big top sleeves, ((frills)), hair_ornament, ribbons, bowties, buttons, (((small breast))), pleated skirt, ((sharp focus)), ((masterpiece)), (((best quality))), ((extremely detailed)), colorful, hdr"," floating hair)), copyright:chunsoft)), caustic tar)), lens flare, angle, self-portrait)), 1girl), sos)), awesome face, wrong hand)), asymmetrical bangs, extra pupils), eyeshadow, too many clocks)), glass shards)), glass shards), triple rainbow)), night sky), devoured by darkness)), copyright:garry's mod)), overexposure)), shrug), blank stare, wide sleeves, frills)), p hair ornament, ribbon, undone bowtie, buttons, small breasts))), pleated skirt, eye focus)), truth)), best quality))), oked oc)), colorful, optical illusion"
13,0.0162,23,408,"ramatic angle,(fluttered detailed ink splashs),(illustration),(((1 girl))),(long hair),(rain:0.6),((expressionless)),((carmine hair ornament:1.4)),(there is a palace far away from the girl),chinese clothes,((focus on the girl)),color ink wash painting,(ink splashing),(huaqing splashing),((colorful)),[sketch],masterpiece,best quality,beautifully painted,highly detailed,(denoising:0.7),[splash ink],yin yang","angle,(marionette ink),(novel illustration),(((1girl))),(long hair),(rain:0.6),((expressionless)),((rose hair ornament:1.4)),(silent princess),chinese clothes,((jealousy)),watercolor pencil medium,(ink stain),(maz (fanxuying),((colorful)),[sketch],masterpiece,best quality,painted,nodding,(vignetting:0.7),[ink well],yin yang"
14,0.0068,7,84,"over the sea,one girl,white pupils,high ponytail,wedding dress,necklace,official art","one girl,white pupils,high ponytail,wedding dress,necklace,official art"
15,0.021,34,407,"{{{masterpiece}}},{{{best quality}}},{{ultra-detailed}},{illustration},{{an extremely delicate and beautiful}},dynamic angle,floating,{{detailed light 1girl}},loli,small_breasts,floating_hair,pointy_ears,halter dress,feather,leaves,river,{forest},{painting},{sketch},{bloom},depth of field,rough sketch,gothic,halloween,faceless male,crazy,dark persona,wings,straw hat,monster,ghost,star (symbol,knife,sword","{{{masterpiece}}},{{{best quality}}},{{masterpiece}},{novel illustration},{{shining goddess}},angle,floating,{{kate (shadows house}},loli,small breasts,floating hair,ear down,halter dress,feather (feathers,foliage,river,{forest},{painting},{sketch},{bloom},depth of field,sketch,gothic,halloween,faceless male,crazy,dark persona,wings,straw hat,monster,ghost,star (symbol,knife,sword"
16,0.0164,24,264,"1 little girl,long white hair,center frills dress,beautiful face,sitting arr a desk,in winter,snow,female,nose,pale skin,twin braids,idol,asian,eyelashes,freckles,wavy hair,long hair,brown hair,eyebrows,sweater jacket,green eyes,light blush,hoodie,high-waist skirt","girl,white hair,frilled dress,awesome face,on desk,monument,snow,mature female,nose,pale skin,twin braids,idol,asian,eyelashes,freckles,wavy hair,long hair,brown hair,eyebrows,sweater jacket,green eyes,light blush,hoodie,high-waist skirt"
17,0.0073,9,82,"dynamic light,crazy mind,diamond,{joker},kill,hell,star,{black hole},giant machine","light,crazy,diamond (shape,{joker (dc},suicide,hell,star,{black hole},machinery"
18,0.0203,33,602,"{{{masterpiece}}},{{the best quality}},super fine illustrations,beautiful and delicate water,Depth of field,fine 8KCG wallpapers,{extremely delicate and beautiful},{clear face},{delicate light},{{cinematic lighting}},detailed face,{portrait},Portrait lens,{{{Alphonse Mucha}}},{{Fantasy style}},{{shine}},{{{Tarot card}}},{lace},{ribbon},{detailed clothes},{multicolored Butterfly},{neon palette},{{{detailed flowers fill the screen}}},{{{{{{{Fill the screen 1 girl}}}}}}},long golden hair,pose,sage,druid,{{{{decorated green cloak}}}},decorated green hood,{{{detailed leaves fill the screen}}},no bra,","{{{masterpiece}}},{{best quality}},artist:lithographica,light reflection water,depth of field,wallpaper forced,{twinkle heart},{awesome face},{light rays},{{stage lights}},long face,{portrait},camera lens,{{{artist:mucha}}},{{fantasy}},{{shine}},{{{tarot arcana}}},{lace},{ribbon},{clothes},{gradient butterfly},{neon palette},{{{drawn flower}}},{{{{{{{ifeergirl}}}}}}},long hair,pose,sage (tick! tack!,druid,{{{{green robe}}}},green kimono,{{{leaf cutout}}},no bra,"
19,0.0287,45,651,"{{{masterpiece}}},best quality,illustration,beautiful detailed glow,clear edges,detailed ice,red moon,{magic circle:1},{beautiful detailed eyes},expressionless,beautiful detailed white gloves,own hands clasped,{floating palaces:1.1},azure hair,long bangs,hairs between eyes,dark dress,{dark magician girl:1.1},white bowties,{{{half closed eyes}}},,big forhead,blank stare,flower,large top sleeves,{start sky:1.2},{{{solo}}},only one girl in the picture,nontraditional miko,gothic lolita,silhouette,yokozuwari,in a meadow,in the cyberpunk city,1girl,happy,smile,open mouth,cute face,long hair,white hair,lingerie,socks removed,hair ornament,hair flower","best quality,novel illustration,glowing lines,extended,ice trail,red moon,{magic circle:1},{mismatched pupils},expressionless,white wrist cuffs,own hands clasped,{floating castle:1.1},blue hair,long bangs,truce,black dress,{character:dark magician:1.1},white bowtie,{{{half-closed eyes}}},,large forehead,blank stare,flower,cropped shirt,{sky focus:1.2},{{{rebel}}},when you see it,nontraditional miko,gothic lolita,silhouette,yokozuwari,meadow,urban fantasy,1girl,happy,smile,open mouth,awesome face,long hair,white hair,lingerie,socks removed,hair ornament,hair flower"
20,0.043,79,1067,"{{illustration}},{{floating hair}},{{chromatic aberration}},{{caustic}},lens flare,dynamic angle,{1 girl},{{solo}},cute face,{{hidden hands}},asymmetrical bangs,{beautiful detailed eyes},eye shadow,{{huge clocks}},{{glass strips}},{floating glass fragments},{{colorful refraction}},{{dark intense shadows}},{{cinematic lighting}},{{overexposure}},{expressionless},blank stare,big top sleeves,{{frills}},hair_ornament,ribbons,bowties,buttons,{{{small breast}}},pleated skirt,{{sharp focus}},{{masterpiece}},{{{best quality}}},{{extremely detailed}},colorful,hdr,portrait,game cg,backgrr characters,contemporary,yokozuwari,motion blur,character:moriya suwako,character:kagamine len,tanlines,doggystyle,retro artstyle,bubble,demon girl,smile,longeyelashes,crying,wide eyed,brown hair,eyebrows visible through hair,silver hair,grey hair,earrings,glasses,bracelet,rabbit tail,hand fan,gem,hair ear,sunglasses,black nails,half gloves,own hands together,back-to-back,fisting,bunny,in winter,in the cyberpunk city,nature,snow,floral backgrr,black eyes,pointy ears,otoko no ko","{{novel illustration}},{{floating hair}},{{chromatic aberration}},{{caustic tar}},lens flare,angle,{1girl},{{rebel}},awesome face,{{ghost hands}},asymmetrical bangs,{mismatched pupils},eyeshadow,{{too many clocks}},{{glass shards}},{glass shards},{{rainbow gradient}},{{ominous shadow}},{{stage lights}},{{overexposure}},{expressionless},blank stare,wide sleeves,{{frills}},p hair ornament,ribbon,undone bowtie,buttons,{{{small breasts}}},pleated skirt,{{eye focus}},{{masterpiece}},{{{best quality}}},{{detailed}},colorful,optical illusion,portrait,game cg,character drawing themselves,contemporary,yokozuwari,motion blur,out of character:moriya suwako,out of character:kagamine len,tanlines,doggystyle,retro artstyle,bubble,demon girl,smile,spiral-only eyes,crying,wide eyed,brown hair,eyebrows visible through hair,silver hair,grey hair,earrings,glasses,bracelet,rabbit tail,hand fan,gem,animal with human ears,sunglasses,black nails,half gloves,own hands together,back-to-back,fisting,bunny,monument,urban fantasy,nature,snow,floral background,black eyes,pointy ears,otoko no ko"
21,0.0056,4,42,"golden dragon,night,full of star,full moon","divine dragon,night,star (stars,full moon"
22,0.0216,34,591,"((master piece)),((best quality)),illustration,colorful,(ultra-detailed),beautiful detailed eyes,beautiful detailed hair,exquisite  eyes,((an extremely delicate and beautiful)),(dynamic angle),hair spread out,ruffling hair,hair floral print,hair half undone,1girl,dragon girl,a big dragon stands behind the girl,green eyes,mechanical equipment,mechanical armor,exposing the belly,broken clothes,small breasts,(cold face),rain day,thunder,arknights,exquisite and beautiful silver dragon armor,(( white hair)),watercolor,(aestheticism painting),filigree,exquisite and beautiful dragon,grey day","((class)),((best quality)),novel illustration,colorful,(masterpiece),mismatched pupils,low tied hair,extra pupils,((shining goddess)),(angle),hair spread out,ruffling hair,hair flower,hair half undone,1girl,dragon girl,dragon girl,green eyes,weapon energy,variant armor,belly,torn clothes,small breasts,(blank stare),rainy,thunder,elite ii arknights,lamellar armor,(( white hair)),watercolor medium,(artist:weird did you paint today?),filigree,mechanical dragon,grey sky"
23,0.0074,9,86,"bug,robot,character design,strong rim light,surrred,wings,blood on face,forehead mark,","bug,robot,character request,dappled sunlight,srtiped,wings,blood on face,forehead mark,"
24,0.012,17,212,"a young goddess,reclining,in the air,{{holding a beautiful bird}},long dress,queen,ancient,crown,snow in the backgrr,sitting on a huge bird,{{game cg}},{{retro artstyle}},fire,white hair,,jewelry,surrred by birds","goddess,reclining,flying,{{holding bird}},long dress,queen,ancient,crown,snowpoint city,riding bird,{{game cg}},{{retro artstyle}},fire,white hair,,jewelry,bird (birds"
25,0.01,13,127,"christmas,fire,brown eyes,short hair,black hair,multiple girls,indian style,retro artstyle,snowing,starry sky,dark,red backgrr,","christmas,fire,brown eyes,short hair,black hair,multiple girls,indian style,retro artstyle,snowing,starry sky,dark,red theme,"
26,0.0095,11,177,"Columnarbookshelf,limestone cave,best quality,in the desert ,cactus,Architectural relics,wilderness,a sunny day,official art,extremely detailed CG unity 8k wallpaper,masterpiece","book stand,union cave,best quality,beach ,cactus,architecture,wasteland,sunny peace,official art,portalcomic (artist,masterpiece"
27,0.0083,10,84,"girl, sheep ear, sheep body,glowing,watercolor, universe, cute, 8k, technology, star","girl, angora rabbit, merry sheep,glowing,watercolor medium, universe, cute, w, technology, star"
28,0.0069,7,64,"muscular male,one boy,dark skin,wings,smile,disheveled hair,wind","muscular male,one boy,dark skin,wings,smile,hair undone,wind"
