,time,count,length,before,after
10,0.0227,39,447,"At noon,Sallulu,yellow light,reflection,sunlight,highlight,particle effect,edge light,light transmission,softness and transition,illustration,masterpiece,high quality,lady,girl,temptation,blue eyes,long hair,white hair,white necklace,white lace underwear,white stockings,bedroom,indoor light,pillow,rr bed,medium chest,liquid,curtain,vase,desk lamp,yellow plush toys,desk,Luxury,,official art,best quality,extremely detailed CG unity 8k wallpaper,",
11,0.023,41,663,"medium chest,masterpiece,dynamic light,highlight,bloom,white hair,pink lipstick,pink powder blusher,long eyelashes,{{{{eye shadow}}}},sweater,off shoulder,short skirt,pink stockings,black hair band,{{best quality}},official art,{{extremely detailed CG unity 8k wallpaper}},standing,{{{mole under eye}}},{hand on own chest},in the market,{{{dyed bangs}}},{{{{{slim}}}}},{{{one adorable girl}}},{{hair over shoulder}},{{{{{cute face}}}}},{{alternate hair length}},{{floating hair}}, {{chromatic aberration}},{{caustic}}, lens flare, dynamic angle, {{portrait}},{{cinematic lighting}}, {beautiful detailed eyes},{{{{playgrr}}}},colorful, hdr, {{extremely detailed}},",
12,0.0216,38,635,"((illustration)), ((floating hair)), ((chromatic aberration)), ((caustic)), lens flare, dynamic angle, ((portrait)), (1 girl), ((solo)), cute face, ((hidden hands)), asymmetrical bangs, (beautiful detailed eyes), eye shadow, ((huge clocks)), ((glass strips)), (floating glass fragments), ((colorful refraction)), (beautiful detailed sky), ((dark intense shadows)), ((cinematic lighting)), ((overexposure)), (expressionless), blank stare, big top sleeves, ((frills)), hair_ornament, ribbons, bowties, buttons, (((small breast))), pleated skirt, ((sharp focus)), ((masterpiece)), (((best quality))), ((extremely detailed)), colorful, hdr",
13,0.0161,23,408,"ramatic angle,(fluttered detailed ink splashs),(illustration),(((1 girl))),(long hair),(rain:0.6),((expressionless)),((carmine hair ornament:1.4)),(there is a palace far away from the girl),chinese clothes,((focus on the girl)),color ink wash painting,(ink splashing),(huaqing splashing),((colorful)),[sketch],masterpiece,best quality,beautifully painted,highly detailed,(denoising:0.7),[splash ink],yin yang",
14,0.0072,7,84,"over the sea,one girl,white pupils,high ponytail,wedding dress,necklace,official art",
15,0.021,34,407,"{{{masterpiece}}},{{{best quality}}},{{ultra-detailed}},{illustration},{{an extremely delicate and beautiful}},dynamic angle,floating,{{detailed light 1girl}},loli,small_breasts,floating_hair,pointy_ears,halter dress,feather,leaves,river,{forest},{painting},{sketch},{bloom},depth of field,rough sketch,gothic,halloween,faceless male,crazy,dark persona,wings,straw hat,monster,ghost,star (symbol,knife,sword","small breasts,floating hair,pointy ears,halter dress,feather (feathers,foliage,river,{forest},{sketch},depth of field,gothic,faceless male,dark persona,straw hat,ghost,knife"
16,0.0163,24,264,"1 little girl,long white hair,center frills dress,beautiful face,sitting arr a desk,in winter,snow,female,nose,pale skin,twin braids,idol,asian,eyelashes,freckles,wavy hair,long hair,brown hair,eyebrows,sweater jacket,green eyes,light blush,hoodie,high-waist skirt",
17,0.0077,9,82,"dynamic light,crazy mind,diamond,{joker},kill,hell,star,{black hole},giant machine","weapon,long hair,rating:safe,{1girl},low quality,breasts,looking at viewer"
18,0.0199,33,602,"{{{masterpiece}}},{{the best quality}},super fine illustrations,beautiful and delicate water,Depth of field,fine 8KCG wallpapers,{extremely delicate and beautiful},{clear face},{delicate light},{{cinematic lighting}},detailed face,{portrait},Portrait lens,{{{Alphonse Mucha}}},{{Fantasy style}},{{shine}},{{{Tarot card}}},{lace},{ribbon},{detailed clothes},{multicolored Butterfly},{neon palette},{{{detailed flowers fill the screen}}},{{{{{{{Fill the screen 1 girl}}}}}}},long golden hair,pose,sage,druid,{{{{decorated green cloak}}}},decorated green hood,{{{detailed leaves fill the screen}}},no bra,",
19,0.0275,45,651,"{{{masterpiece}}},best quality,illustration,beautiful detailed glow,clear edges,detailed ice,red moon,{magic circle:1},{beautiful detailed eyes},expressionless,beautiful detailed white gloves,own hands clasped,{floating palaces:1.1},azure hair,long bangs,hairs between eyes,dark dress,{dark magician girl:1.1},white bowties,{{{half closed eyes}}},,big forhead,blank stare,flower,large top sleeves,{start sky:1.2},{{{solo}}},only one girl in the picture,nontraditional miko,gothic lolita,silhouette,yokozuwari,in a meadow,in the cyberpunk city,1girl,happy,smile,open mouth,cute face,long hair,white hair,lingerie,socks removed,hair ornament,hair flower","website:danbooru,website:danbooru,website:danbooru"
20,0.0419,79,1067,"{{illustration}},{{floating hair}},{{chromatic aberration}},{{caustic}},lens flare,dynamic angle,{1 girl},{{solo}},cute face,{{hidden hands}},asymmetrical bangs,{beautiful detailed eyes},eye shadow,{{huge clocks}},{{glass strips}},{floating glass fragments},{{colorful refraction}},{{dark intense shadows}},{{cinematic lighting}},{{overexposure}},{expressionless},blank stare,big top sleeves,{{frills}},hair_ornament,ribbons,bowties,buttons,{{{small breast}}},pleated skirt,{{sharp focus}},{{masterpiece}},{{{best quality}}},{{extremely detailed}},colorful,hdr,portrait,game cg,backgrr characters,contemporary,yokozuwari,motion blur,character:moriya suwako,character:kagamine len,tanlines,doggystyle,retro artstyle,bubble,demon girl,smile,longeyelashes,crying,wide eyed,brown hair,eyebrows visible through hair,silver hair,grey hair,earrings,glasses,bracelet,rabbit tail,hand fan,gem,hair ear,sunglasses,black nails,half gloves,own hands together,back-to-back,fisting,bunny,in winter,in the cyberpunk city,nature,snow,floral backgrr,black eyes,pointy ears,otoko no ko",
21,0.0056,4,42,"golden dragon,night,full of star,full moon","dragon,night,star (stars,full moon"
22,0.0212,34,591,"((master piece)),((best quality)),illustration,colorful,(ultra-detailed),beautiful detailed eyes,beautiful detailed hair,exquisite  eyes,((an extremely delicate and beautiful)),(dynamic angle),hair spread out,ruffling hair,hair floral print,hair half undone,1girl,dragon girl,a big dragon stands behind the girl,green eyes,mechanical equipment,mechanical armor,exposing the belly,broken clothes,small breasts,(cold face),rain day,thunder,arknights,exquisite and beautiful silver dragon armor,(( white hair)),watercolor,(aestheticism painting),filigree,exquisite and beautiful dragon,grey day",
23,0.0078,9,86,"bug,robot,character design,strong rim light,surrred,wings,blood on face,forehead mark,",
24,0.0121,17,212,"a young goddess,reclining,in the air,{{holding a beautiful bird}},long dress,queen,ancient,crown,snow in the backgrr,sitting on a huge bird,{{game cg}},{{retro artstyle}},fire,white hair,,jewelry,surrred by birds",
25,0.0104,13,127,"christmas,fire,brown eyes,short hair,black hair,multiple girls,indian style,retro artstyle,snowing,starry sky,dark,red backgrr,","jacket,rating:safe,1girl,low quality,low quality,rating:safe,low quality,1girl,long hair,highres,commentary request,worst quality,short hair"
26,0.0095,11,177,"Columnarbookshelf,limestone cave,best quality,in the desert ,cactus,Architectural relics,wilderness,a sunny day,official art,extremely detailed CG unity 8k wallpaper,masterpiece",
27,0.0087,10,84,"girl, sheep ear, sheep body,glowing,watercolor, universe, cute, 8k, technology, star","speech bubble, character request,well, blood on face, "
28,0.0073,7,64,"muscular male,one boy,dark skin,wings,smile,disheveled hair,wind",
